CSD code,Largest included sphere diameter (A),Total volumetric surface area (m^2/m^3),CO2 uptake at LP (mol/kg),CO2 uptake at HP (mol/kg),CH4 uptake at HP (mol/kg),logKH_CO2,Band gap (eV),DOI,Journal
ic070274o-file006,9.5696,1991.095,0.4932368594,18.2687672313,14.9881629878,-4.490590464011226,,"Not a valid ref code, thus does not exist.","Not a valid ref code, thus does not exist."
LORMOW,5.15517,480.677,0.9209892408,2.3236744486,2.1631951096,-4.004330589609329,,10.1071/CH14470,Journal(Australian Journal of Chemistry)
GIKMOD,3.93708,18.07,1.1262713554,2.5631251012,2.4662691645,-3.961614332951069,,10.1021/cg070407g,Journal(Crystal Growth and Design)
WAMREJ,15.93828,2049.81,0.4612768682,21.7169952706,16.4294624464,-4.515193542046728,,10.1002/anie.201106615,"Journal(Angewandte Chemie, International Edition)"
PUWDIU,8.22754,1769.13,1.0102012383,9.6453785968,7.7998178748,-3.992205296839956,,10.1021/ja010825o,Journal(Journal of the American Chemical Society)
RAYFAA,15.81778,1450.14,0.4512089722,11.4986315314,7.9923762994,-4.475993554442628,,10.1039/c2cc31590d,Journal(Chemical Communications)
YONNUL,7.44579,1212.15,1.8128512483,9.0522987339,8.0496120473,-3.683694097654144,,10.1021/ja806391k,Journal(Journal of the American Chemical Society)
JUZSEE,4.48789,283.538,1.22156542,3.2416829629,3.4048656701,-3.630513257026749,,10.1021/acs.inorgchem.5b02337,Journal(Inorganic Chemistry)
KUKPOX,5.10165,1043.06,1.0784363988,4.9981350848,4.5928791997000005,-4.05671922143699,,10.1039/C5DT00994D,Journal(Dalton Transactions)
COWREN,4.42408,337.853,2.7315831747,4.8938253392,3.9929461503,-1.47116168538575,,10.1002/zaac.201400388,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
VOBRUB,4.37729,435.952,1.5336378921,5.6999126164,5.6763183419,-3.913266552042425,,10.1016/j.inoche.2013.09.076,Journal(Inorganic Chemistry Communications)
AVIPAX,7.26399,1692.06,5.0602261401,11.3760140932,8.042329046,-2.6919502154076884,,10.1021/cg200327y,Journal(Crystal Growth and Design)
QUSSOO,4.55358,147.32715,1.3415278708,2.0964747203,1.9827038456,-3.2092702109505,,10.1021/acs.inorgchem.5b00975,Journal(Inorganic Chemistry)
RUHDII,4.00153,10.1975,0.3407629746,1.3463538628,0.9154781817,-4.505444703678578,,10.1007/s00706-008-0102-6,Journal(Monatshefte fuer Chemie)
TAJTOQ01,3.80682,2.06012,0.5544937742,3.2520544877,1.3627714454,-4.259389438587341,,10.1021/acs.chemmater.5b02891,Journal(Chemistry of Materials)
PAPHEV,4.68234,336.787,0.7447887713,2.8321362577,2.5199864291000003,-4.071333310300044,,10.1021/cg201118x,Journal(Crystal Growth and Design)
MIFTEC,6.21252,465.64290000000005,2.7450959996,5.1835328919,2.604458568,-2.886501191795619,,10.1021/cg301668g,Journal(Crystal Growth and Design)
BEXPAX,6.17717,3144.83,3.0569449099,17.8542690908,15.1980751729,-3.62010735774254,,10.1039/C3DT00096F,Journal(Dalton Transactions)
REGJIW01,4.19061,264.936,1.8582744138,2.2916084954,2.6634536538,-2.919312196757464,,10.1039/b500614g,Journal(Chemical Communications)
GEDREO,5.54518,798.148,3.0987757771,5.5272701409,3.8967229927,-1.4411115104632657,,10.1021/ic3005085,Journal(Inorganic Chemistry)
FEVNOL,4.38957,561.902,2.3886224779000003,2.7931882414,3.3373524921,-1.3311557996894992,,10.1039/c3dt50238d,Journal(Dalton Transactions)
WAQTEQ,11.92108,1952.94,0.7521689522,16.7935573969,11.5025798313,-4.2497570455788125,,10.1021/acs.cgd.7b00119,Journal(Crystal Growth and Design)
NIGNUO,16.88905,1685.01,0.9149996538,14.5833947129,12.1439173368,-4.165645431113804,,,Journal(Wuji Huaxue Xuebao)
QUNWAZ,6.68191,1158.67,1.8582006667,7.6367361109,6.5534694481,-3.548192080474438,,10.1039/C5CE00886G,Journal(CrystEngComm)
VAGBEN,6.0545,813.701,1.3167429021,2.8683718069,2.2256441528,-3.759123905904677,,10.1039/C5CE02544C,Journal(CrystEngComm)
HIWLOO,4.60619,172.289,1.2846120261,1.8921846924,2.1083302227,-2.616161304777312,,10.1021/ic9715106,Journal(Inorganic Chemistry)
EQAMUG,4.23795,131.465,2.3773588103,3.7022446967,3.4439184633,-0.7200366325412632,,10.1039/C6NJ00822D,Journal(New Journal of Chemistry)
WEMDUP,4.9238,1923.14,1.9105457633,6.6211064267,4.7703699313,-1.753976842796912,,10.1039/c3ce26684b,Journal(CrystEngComm)
GOBXAY,4.92403,250.949,2.2711676696,3.2845873473,2.3576509293,-1.1371301131494334,,10.1039/C3NJ01371E,Journal(New Journal of Chemistry)
IYIHUU,11.83739,1885.08,0.4299866241,17.9817278236,14.3397854864,-4.504096442778542,,10.1021/ja200553m,Journal(Journal of the American Chemical Society)
NATKIF,17.00982,1920.2,0.3352201123,27.2946943257,25.0666672894,-4.6098246897713295,,10.1039/C7CE00100B,Journal(CrystEngComm)
LABQAI,5.3891,328.174,1.0730860322,1.8080341289,1.1703418533,-1.3763424579276269,,10.1021/ic901621x,Journal(Inorganic Chemistry)
IYESUC,9.19521,1735.83,1.4788596347,12.6599182517,10.2509849981,-3.536927123943358,,10.1002/anie.201605802,"Journal(Angewandte Chemie, International Edition)"
QIPROY,5.10002,1149.23,2.1383548275,14.8017502382,14.7285808139,-3.8584154124163774,,10.1039/C3RA44348E,Journal(RSC Advances)
cg501332u,6.1572,796.737,0.3697887716,3.8790839638,3.4407755326,-4.5809699709147385,,"Not a valid ref code, thus does not exist.","Not a valid ref code, thus does not exist."
EWIDUK,11.37589,1228.12,0.1848373521,8.6486805199,7.8204816036,-4.917638363181123,,10.1002/cssc.201100261,Journal(ChemSusChem)
TORXIJ,3.97644,51.1261,0.7130955802000001,3.0459030366,3.4857698066,-4.122578546119259,,10.1039/C4DT03172E,Journal(Dalton Transactions)
YARZEZ03,7.77175,2103.32,0.0876356896,9.0908606158,7.9876884459,-5.237070233200061,,10.1021/acs.inorgchem.6b02508,Journal(Inorganic Chemistry)
XURNUU,4.09763,76.9739,3.5722627311,5.9997594285,3.7780472497,-1.5016701446623462,,10.1039/b908995k,Journal(Dalton Transactions)
HUMWIX,14.98566,1575.711,1.2133217818,13.6570764951,11.4407289439,-3.993893522679741,,10.1002/asia.201500234,Journal(Chemistry-An Asian Journal)
TIKMEH,5.55473,698.289,1.6223709278,3.7107855227,3.4216286202,-3.4085358032205733,,10.1039/C3CE41073K,Journal(CrystEngComm)
GAMFEI,7.53059,1316.53,1.7951229227,6.9858676145,5.3700973677,-3.714492198884449,,10.1039/C6TA11242K,Journal(Journal of Materials Chemistry A)
JOVYAW,4.37224,467.747,1.4192722951,5.4322486218,4.5148874939,-3.867631430221921,,10.1016/j.inoche.2014.07.025,Journal(Inorganic Chemistry Communications)
OTUXUX,4.86145,343.905,3.1863677749,4.9149068322,4.3239913773,-2.935594428787565,,10.1021/cg1016005,Journal(Crystal Growth and Design)
REFHUH,3.95622,11.7163,1.0476273245,1.9194251275,1.8024285703,-3.883973696544871,,10.1016/j.inoche.2012.07.012,Journal(Inorganic Chemistry Communications)
ADAXIO,5.72682,926.057,1.272528763,4.8620152229,4.0672689879,-3.956834279792546,,10.1002/ejic.201200851,Journal(European Journal of Inorganic Chemistry)
MEHMET,21.82341,1874.28,0.2690654375,22.9025497664,20.2492628879,-4.739137104225865,,10.1021/ja302623w,Journal(Journal of the American Chemical Society)
NAGCAB,7.89572,1711.54,0.5688105467,6.8133383114,2.9869038887,-4.14348015281338,,10.1016/j.inoche.2010.07.011,Journal(Inorganic Chemistry Communications)
FATQID,11.53016,2155.76,0.1783215679,20.7617438821,15.3081580028,-4.924836408779696,,10.1039/C7DT00192D,Journal(Dalton Transactions)
EBIPIQ,3.95804,29.6626,1.5924779155,2.1012470012,1.0112133374,-2.339305238966167,,10.1039/c1ce05466j,Journal(CrystEngComm)
AQEQIW,6.30636,1499.26,0.5167321595000001,7.7896918556,7.0316043875,-4.456876020452135,,10.1002/zaac.200300203,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
WUYXUL,9.2643,1853.44,1.3838061109,13.1771496599,10.8350797535,-2.320526677470586,,10.1039/C5TA04551G,Journal(Journal of Materials Chemistry A)
TEQLIM,10.57747,1822.1902,1.3134217371,15.4927477983,11.268110288,-3.642972785741743,,10.1039/c2cc38176a,Journal(Chemical Communications)
ja308995t,6.91507,869.808,0.9159709879,5.3023635644,4.6140547036,-4.07289152463691,,"Not a valid ref code, thus does not exist.","Not a valid ref code, thus does not exist."
ALUJEX,5.99288,1074.77,3.1350938523,5.800310728,4.5310625944,-3.0541425950498216,,10.1021/ic902194g,Journal(Inorganic Chemistry)
COYVAO01,4.95313,411.628,2.8638928537,3.6597868483,2.1477564985,-1.6804109656059265,,10.1039/b816205k,Journal(Dalton Transactions)
FIJDEI,4.05285,18.4459,0.7592395716,1.9943353159,1.6841548565000002,-4.068673352853174,,10.1021/ja045123o,Journal(Journal of the American Chemical Society)
ISIYUF05,4.27677,372.086,0.8143873322,2.6167859961,2.5376062123,-4.17329301374155,,10.1002/anie.201310276,"Journal(Angewandte Chemie, International Edition)"
BOFBII,6.64829,2685.82,0.0887833602,12.6802028853,10.1118869236,-5.2266487986608,,,Journal(Jiegou Huaxue)
LADHIJ,6.31369,1598.69,0.9221754269,9.6879395271,7.4189844481,-4.200780794209203,,10.1016/j.ica.2010.07.043,Journal(Inorganica Chimica Acta)
ZUDQUM,5.81277,1309.5,0.6663835383000001,7.3816224729,5.977246527,-4.316440580399388,,10.1016/j.jssc.2014.06.006,Journal(Journal of Solid State Chemistry)
WANRIM,5.01244,560.848,3.325742619,4.2494876651,2.7406521214,-1.363905453635415,,10.1107/S0108768192009005,"Journal(Acta Crystallographica,Section B: Structural Science [1983-2012])"
NERTAH,4.54882,245.412,1.7810923195,4.1191716259,2.5844775292,-3.492020061889412,,10.1039/c2cc38092g,Journal(Chemical Communications)
INIROO,8.17605,901.745,0.7856716925,3.470809689,2.0919320838,-2.3346038345102125,,10.1039/C6DT01629D,Journal(Dalton Transactions)
CUWROC,4.6363,684.04,1.6588285772,8.6278887914,7.463552436,-4.003232729710643,,10.1021/cg9013625,Journal(Crystal Growth and Design)
VUCTUK,4.04395,90.0178,2.187815986,3.7585717942,2.0563267219,-3.0269640971995844,,10.1021/ic502601s,Journal(Inorganic Chemistry)
XOFPEP01,5.97449,689.234,0.2096078629,2.7660284857,2.4655847637,-4.819071680006009,,10.1039/C4CE02307B,Journal(CrystEngComm)
WAKTOS,5.69222,533.125,0.053713783,1.0180491256,0.8335818277,-5.423974405634614,,,Journal(Koordinatsionnaia khimiia)
MUGFOK,5.96918,1071.44,0.7187507217,5.6254391828,5.1002634346,-4.2895593624618416,,10.1080/00958970903121297,Journal(Journal of Coordination Chemistry)
DAFHID,5.13503,473.756,1.2803096121,5.2946808294,4.1548422545,-3.9355569867030784,,10.1039/c1dt10070j,Journal(Dalton Transactions)
DITYOW,4.93354,407.3231,0.2647319439,2.7705223251,3.2325503621,-4.708773273244983,,10.1039/C3NJ01198D,Journal(New Journal of Chemistry)
acs.inorgchem.6b01845,10.23501,834.124,1.9101580243,5.7527630467,3.8072466554,-2.139418856591103,,"Not a valid ref code, thus does not exist.","Not a valid ref code, thus does not exist."
ATOGEV,5.55487,1079.71,0.5638506345000001,4.4706315155,3.7373399187,-4.361532707919426,,10.1002/ejic.200300601,Journal(European Journal of Inorganic Chemistry)
KEDJAG20,5.67593,2249.76661,0.095016455,8.5329138758,7.5742727041,-5.200195761367565,,"Not a valid ref code, thus does not exist.","Not a valid ref code, thus does not exist."
CUMDOE,5.65665,973.639,2.5297047604,3.775106645,3.1453781836,-2.5258872210985257,,10.1016/j.jssc.2009.07.019,Journal(Journal of Solid State Chemistry)
YILJAG,9.10869,2154.5,0.7443973212,14.1584529379,11.7336906805,-4.262717485136191,,10.1002/anie.201307217,"Journal(Angewandte Chemie, International Edition)"
XUFPIZ,4.43917,48.609,0.7096028968,1.3129625658,1.0566699421,-3.884116684006084,,10.1016/j.inoche.2014.10.019,Journal(Inorganic Chemistry Communications)
HAZSIL,7.68408,1796.56,0.9066639796,9.5481669827,7.5951760341,-4.230548820597963,,10.1016/j.jssc.2005.10.015,Journal(Journal of Solid State Chemistry)
TEDSIG,5.45758,677.817,1.8938658018,5.1759518172,5.4873607888,-3.620368203980628,,10.1002/zaac.201100397,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
SAQQAD,10.6229,1575.68,2.3832794006,13.9292750632,10.7244563834,-2.9667572382568257,,10.1021/ic0500457,Journal(Inorganic Chemistry)
WEHJEA,11.11094,2126.77,1.6119581713,19.5261567978,13.9942673454,-3.718437161844125,,10.1021/ic202635a,Journal(Inorganic Chemistry)
XEGJUQ,7.4125,1547.14,1.8728222263,9.0689570404,6.9793482927,-2.681800969213012,,10.1002/chem.201200046,Journal(Chemistry-A European Journal)
TESHAB,5.24315,602.195,0.3734590173,2.5072373889,2.1422517264,-4.548605066302098,,10.1071/CH06176,Journal(Australian Journal of Chemistry)
LABJUV,5.11712,292.988,0.3977444812,1.5172580605,1.2387730143,-4.431338402101809,,10.1039/c0ce00141d,Journal(CrystEngComm)
OCAWAT,5.70065,827.498,3.7742809061,5.8638984212,3.3789759616,-2.5120362595482315,,10.1039/C6NJ03470E,Journal(New Journal of Chemistry)
WOYWOY,5.91166,1107.5,4.6062379894,7.2555852722,6.6644135281,-1.9237164578367465,,10.1039/C4CC09639H,Journal(Chemical Communications)
HOZDIL,4.45764,79.5332,1.23313644,1.2378661065,1.2367473436,-0.0220254907068918,,10.1021/cg5005215,Journal(Crystal Growth and Design)
PIJDIX,5.30724,696.984,0.5404520481,3.8342844155,3.0122218836,-4.397065785775074,,10.1039/C3DT51434J,Journal(Dalton Transactions)
ZIDNEH,8.84838,1719.72,2.501404257,12.2327635394,9.689692579,-2.752235343229036,,"Not a valid ref code, thus does not exist.","Not a valid ref code, thus does not exist."
YOYVOZ,4.67642,557.814,1.0540712664,3.662847683,3.0487942315,-3.860571176716793,,10.1021/cg5010616,Journal(Crystal Growth and Design)
AFOYOK,7.73482,1377.69,0.4699915221,9.7121004792,8.0976089173,-4.521972017014486,,10.1039/b806671j,Journal(CrystEngComm)
ICAQIO,20.39112,1890.73,0.2075066154,28.8310549577,23.8444798646,-4.856235985387749,,10.1002/chem.201101383,Journal(Chemistry-A European Journal)
GITVEL,15.24588,1693.37,0.2804429967,10.8264446416,9.601482411,-4.695793924843245,,10.1126/science.1152516,Journal(Science)
IKOKEA,6.08904,851.064,5.688565512,6.5695705798,5.536642866,-1.950836267533265,,10.1039/C6DT00734A,Journal(Dalton Transactions)
c5dt00480b,4.35881,150.515,4.2752532558,6.6572113644,4.4658475127,-1.966089946209776,,"Not a valid ref code, thus does not exist.","Not a valid ref code, thus does not exist."
RIRDIH,8.39897,1007.09,1.036224637,4.6855567356000005,3.9908687863,-4.010387797238573,,10.1039/C3CE42075B,Journal(CrystEngComm)
KACZEV,9.80506,2541.89,1.0174990162,16.9490861317,13.5919068099,-4.118702096652198,,10.1039/c0cc02808h,Journal(Chemical Communications)
WIWDEN,4.30414,143.609,7.6142590041,7.6957683975,5.0875264819,-1.3061482313300925,,10.1016/j.inoche.2013.12.009,Journal(Inorganic Chemistry Communications)
HISGIB,6.02888,716.571,0.6344099711,3.2169626549,2.7026136968000003,-4.308350139931154,,10.1021/cg400801s,Journal(Crystal Growth and Design)
ILITON,10.85959,2018.64,1.0038042621,23.6136745776,18.2016810367,-4.033469688900357,,10.1021/ic101459j,Journal(Inorganic Chemistry)
MARKOF,4.8614,142.631,3.8798322264,6.6415516297,6.9672149669,-2.7230008304829165,,10.1021/ja991698n,Journal(Journal of the American Chemical Society)
QUSCEN,5.44405,846.107,2.5463668249,5.367392101,4.7853597451,-3.4140116694943705,,10.1021/cg9007476,Journal(Crystal Growth and Design)
ZEVXAB,8.31732,1767.58802759,0.5584139365,13.5695766351,11.5204661205,-4.411198496980589,,10.1021/cg400036x,Journal(Crystal Growth and Design)
SOXDAM,7.87287,886.062,3.5573517751,4.7893106478,3.668836483,-2.910996189768222,,10.1039/C4TA04396K,Journal(Journal of Materials Chemistry A)
VEHKIE,13.77122,1809.14,1.6716102202,12.6214957918,9.7657426154,-3.716680676070019,,10.1039/c2ce25343g,Journal(CrystEngComm)
VEQBID,6.52238,1100.99,0.2208384473,5.1474659819,4.8595855447,-4.847534303947211,,10.1021/ja062743b,Journal(Journal of the American Chemical Society)
TEWGEJ,5.11919,597.602,2.6471643328,5.6134861098,4.7443477642000005,-3.4235780190468743,,10.1021/cg3017563,Journal(Crystal Growth and Design)
PEFRID,9.83364,1543.59,3.2036951217,12.0069795755,8.7862555121,-3.0590439646101752,,10.1021/cg300379u,Journal(Crystal Growth and Design)
XUNSOQ,5.47061,816.039,2.3715438964,5.4867910172,4.5664104485,-3.561217234123776,,10.1021/ic403134c,Journal(Inorganic Chemistry)
UHISEK,4.62036,114.512,1.0167594948,2.2051770785,2.0488674054,-3.589071000897309,,10.1016/j.jssc.2009.06.004,Journal(Journal of Solid State Chemistry)
SEJBAL,5.28042,472.347068,1.9517092535,6.2349418832,4.8808473903,-3.809528229426655,,10.1021/ic0520418,Journal(Inorganic Chemistry)
CIWROQ,8.21789,1604.04,0.6551337298000001,8.2351802906,6.6392348676,-4.298959013753427,,10.1021/ja0752540,Journal(Journal of the American Chemical Society)
EXEQII,7.24683,1471.79,1.6418964289,10.4345371893,8.761053962,-4.005941212779862,,10.1039/c1cc11168j,Journal(Chemical Communications)
IXECET,8.30942,1022.32,6.3422369062,7.5099682282,6.1144713954,-2.2740214327364314,,10.1039/b009813m,Journal(Journal of Materials Chemistry)
POFSIN,6.96628,2364.16,0.0769255825,7.559290977,6.6693219154,-5.28347998635244,,10.1002/anie.200704421,"Journal(Angewandte Chemie, International Edition)"
WAVQOB,10.26548,1941.58,1.7125737075,21.5725433657,15.1390063185,-2.132823121126949,,10.1021/ja2118255,Journal(Journal of the American Chemical Society)
LIBKEO,10.13079,1581.8,0.5863370299,12.4906754106,8.1867513477,-4.4062876030804246,,10.6023/A12090706,Journal(Huaxue Xuebao)
j.jssc.2014.12.012,5.07304,627.52807,1.7999064313000002,6.3412509123,5.7454923889,-3.621845662988616,,"Not a valid ref code, thus does not exist.","Not a valid ref code, thus does not exist."
YEYFEP,6.98334,1905.87,3.1195358298,10.5973953508,8.0857803368,-3.2895923556874904,,10.1021/ja305367j,Journal(Journal of the American Chemical Society)
cg501768f,20.49328,1343.2,1.9415884593,27.2310052754,26.2504910788,-3.698191144558715,,"Not a valid ref code, thus does not exist.","Not a valid ref code, thus does not exist."
KEYFUR,5.43827,347.549,0.2663204133,1.1648034364,1.0847284384,-4.631694516160717,,10.1080/15533174.2012.750670,"Journal(Synthesis and Reactivity in Inorganic, Metal-Organic, and Nano-Metal Chemistry)"
PAQTOS,5.12845,438.587,1.4020956891,2.9145937393,2.1285679173,-3.596457405559575,,10.1021/cm2025747,Journal(Chemistry of Materials)
ORERAG,4.68971,256.525,2.195083847,2.7103029105000003,2.6770228646,-2.9337672808797413,,10.1016/S1466-6049(00)00101-X,Journal(International Journal of Inorganic Materials)
VURNED04,8.54647,1869.21,4.8697959698,15.0814480635,14.1275497254,-2.7848940654783214,,10.1039/C5DT03710G,Journal(Dalton Transactions)
TOVKIA,11.37766,2154.48,0.8746173249,18.262299999,14.381478116,-4.222478208734404,,10.1038/ncomms6723,Journal(Nature Communications)
FOMWOV,7.41662,1597.75,0.6240558249,9.6503976792,8.0294558278,-4.363261428614045,,10.1039/C4CC08214A,Journal(Chemical Communications)
acs.cgd.5b01632,5.7566,2634.56,4.132357989,12.3297628177,11.7758730243,-3.392976268354909,,"Not a valid ref code, thus does not exist.","Not a valid ref code, thus does not exist."
INEXOQ,4.63892,318.708,3.3112325413,6.4369525251,3.5698333841,-1.993140489814384,,,Journal(CSD Communication)
DEPJIR01,3.85665,18.188,0.0323940513,3.0678666619,3.8017923303,-5.606301983334586,,10.1107/S0108270186092399,"Journal(Acta Crystallographica,Section C: Crystal Structure Communications [1983-2014])"
WENLAE,7.43383,513.865,1.8153264766,3.4487084541,2.4087924209,-2.1419816189093424,,10.1039/c2dt32390g,Journal(Dalton Transactions)
VEHJUP,14.28068,2207.06,1.306156906,20.9063089396,12.9152354462,-3.821722513411402,,10.1039/c2ce25343g,Journal(CrystEngComm)
YEHGID,6.88886,810.1690000000001,1.2691410188,6.4491601962,5.7294232962,-3.929234606825642,,,Journal(Eastern-European Journal of Enterprise Technologies)
SOQDEI,5.80403,1426.21,1.6721262096,8.946883186400001,8.1038034125,-3.910773341316277,,10.1016/j.ica.2008.04.044,Journal(Inorganica Chimica Acta)
c6ce00243a,6.45878,778.829,1.8770030684,4.8551354462,4.2822801851,-3.310970991271002,,"Not a valid ref code, thus does not exist.","Not a valid ref code, thus does not exist."
NEBNOZ,6.01321,1086.01,0.9418410059,5.8273457731,4.9172911788,-4.191370468993948,,10.1021/cg300598y,Journal(Crystal Growth and Design)
